name of city heb,city eng,street heb,,
???? ???            ,,??????,,
???? ???            ,,??????,,
???? ???            ,,?????,,
???? ???            ,,??????,,
???? ???            ,,??? ???,,
???? ???            ,,???????,,
???? ???            ,,???????,,
???? ???            ,,?????,,
???? ???            ,,???,,
???? ???            ,,?'????????,,
???? ???            ,,??????,,
???? ???            ,,?????,,
???? ???            ,,????,,
???? ???            ,,??????,,
???? ???            ,,?????,,
???? ???            ,,?????,,
???? ???            ,,?????,,
???? ???            ,,???,,
???? ???            ,,?????,,
???? ???            ,,?????,,
???? ???            ,,?????,,
???? ???            ,,??? ????,,
???? ???            ,,???? ?????,,
???? ???            ,,?????????,,
???? ???            ,,???????????,,
???? ???            ,,?? ????,,
???? ???            ,,??????? ?????,,
???? ???            ,,????? ????,,
???? ???            ,,????? ?????,,
???? ???            ,,????? ?? ???,,
???? ???            ,,????,,
???? ???            ,,????,,
???? ???            ,,????,,
???? ???            ,,??????,,
???? ???            ,,"??""?",,
???? ???            ,,?????,,
???? ???            ,,???? ???,,
???? ???            ,,???????,,
???? ???            ,,??????,,
???? ???            ,,??????,,
???? ???            ,,???? ????,,
???? ???            ,,??? ???,,
???? ???            ,,??? ????,,
???? ???            ,,??? ??? ????,,
???? ???            ,,??? ??????,,
???? ???            ,,??? ??????,,
???? ???            ,,????,,
???? ???            ,,?????,,
???? ???            ,,??? ???,,
???? ???            ,,??'?,,
???? ???            ,,?????????,,
???? ???            ,,????,,
???? ???            ,,????,,
???? ???            ,,????,,
???? ???            ,,???? ????,,
???? ???            ,,????,,
???? ???            ,,?????,,
???? ???            ,,?????????,,
???? ???            ,,???? ????,,
???? ???            ,,????????,,
???? ???            ,,??????,,
???? ???            ,,????? ??????,,
???? ???            ,,????,,
???? ???            ,,????,,
???? ???            ,,????,,
???? ???            ,,?????,,
???? ???            ,,????,,
???? ???            ,,????,,
???? ???            ,,?????,,
???? ???            ,,?????,,
???? ???            ,,????? ???? ?????,,
???? ???            ,,???? ??,,
???? ???            ,,?? ? ????,,
???? ???            ,,???? ??????,,
???? ???            ,,???? ????,,
???? ???            ,,?????,,
???? ???            ,,???? ????,,
???? ???            ,,???? ???,,
???? ???            ,,???? ????,,
???? ???            ,,???? ?????,,
???? ???            ,,??? ?????,,
???? ???            ,,??????,,
???? ???            ,,????,,
???? ???            ,,??? ????,,
???? ???            ,,??? ?????,,
???? ???            ,,???????,,
???? ???            ,,"???""?",,
???? ???            ,,??,,
???? ???            ,,???,,
???? ???            ,,????,,
???? ???            ,,???? ?????,,
???? ???            ,,???? ???????,,
???? ???            ,,???? ??????,,
???? ???            ,,???????,,
???? ???            ,,????,,
???? ???            ,,????? ???,,
???? ???            ,,?????,,
???? ???            ,,??????,,
???? ???            ,,??? ????,,
???? ???            ,,?????,,
???? ???            ,,?? ????,,
???? ???            ,,?? ?????,,
???? ???            ,,?? ???,,
???? ???            ,,?? ?'???' ????,,
???? ???            ,,?? ??????,,
???? ???            ,,?? ?????,,
???? ???            ,,?? ?????,,
???? ???            ,,?? ????,,
???? ???            ,,?? ????,,
???? ???            ,,?? ??? ?????,,
???? ???            ,,?????????,,
???? ???            ,,??????,,
???? ???            ,,??? ???,,
???? ???            ,,???,,
???? ???            ,,?????,,
???? ???            ,,????,,
???? ???            ,,"????? ?""?",,
???? ???            ,,??????,,
???? ???            ,,???? ?????,,
???? ???            ,,????,,
???? ???            ,,??? ????,,
???? ???            ,,????,,
???? ???            ,,??????,,
???? ???            ,,?????,,
???? ???            ,,??? ???????,,
???? ???            ,,???? ????,,
???? ???            ,,??????,,
???? ???            ,,?????,,
???? ???            ,,"???""?",,
???? ???            ,,??????,,
???? ???            ,,???,,
???? ???            ,,????,,
???? ???            ,,???? ????,,
???? ???            ,,???? ?????,,
???? ???            ,,?????,,
???? ???            ,,?????,,
???? ???            ,,?????,,
???? ???            ,,?????,,
???? ???            ,,?????,,
???? ???            ,,???,,
???? ???            ,,???? ????,,
???? ???            ,,???? ??????,,
???? ???            ,,?????,,
???? ???            ,,???,,
???? ???            ,,???????,,
???? ???            ,,???,,
???? ???            ,,?????,,
???? ???            ,,????????,,
???? ???            ,,???? ???,,
???? ???            ,,???? ??????,,
???? ???            ,,??? ?????,,
???? ???            ,,??? ???? ??????,,
???? ???            ,,???????,,
???? ???            ,,??? ????,,
???? ???            ,,????,,
???? ???            ,,?????,,
???? ???            ,,????,,
???? ???            ,,????? ???,,
???? ???            ,,?????,,
???? ???            ,,"???""?",,
???? ???            ,,???,,
???? ???            ,,?????,,
???? ???            ,,????,,
???? ???            ,,"??""?",,
???? ???            ,,? ??? ?,,
???? ???            ,,? ??? ?,,
???? ???            ,,? ??? ? ??????,,
???? ???            ,,? ????? ?? ?,,
???? ???            ,,? ???????,,
???? ???            ,,? ??? ? ????,,
???? ???            ,,? ???? ?,,
???? ???            ,,? ???? ?,,
???? ???            ,,? ???? ?,,
???? ???            ,,? ???? ?,,
???? ???            ,,? ???????,,
???? ???            ,,? ????????,,
???? ???            ,,? ?? ??????,,
???? ???            ,,? ??????,,
???? ???            ,,? ???,,
???? ???            ,,? ????? ? ????,,
???? ???            ,,? ?????,,
???? ???            ,,? ?????,,
???? ???            ,,? ??????,,
???? ???            ,,? ?????? ???????,,
???? ???            ,,? ??? ??,,
???? ???            ,,? ???? ???,,
???? ???            ,,? ????? ?,,
???? ???            ,,? ????? ?,,
???? ???            ,,? ????? ?,,
???? ???            ,,? ????? ? ???????,,
???? ???            ,,? ???? ? ??????,,
???? ???            ,,? ???,,
???? ???            ,,????,,
???? ???            ,,????,,
???? ???            ,,???? ?????,,
???? ???            ,,?? ???????,,
???? ???            ,,?? ??? ???,,
???? ???            ,,?? ???????,,
???? ???            ,,?? ???????,,
???? ???            ,,??? ????,,
???? ???            ,,????? ??????,,
???? ???            ,,???,,
???? ???            ,,???,,
???? ???            ,,?????,,
???? ???            ,,????????,,
???? ???            ,,????,,
???? ???            ,,???? ????,,
???? ???            ,,?? ???????,,
???? ???            ,,?? ??? ???,,
???? ???            ,,?? ???? ??????,,
???? ???            ,,?? ???????,,
???? ???            ,,?? ???? ??????,,
???? ???            ,,?? ? ??????,,
???? ???            ,,?? ? ???????,,
???? ???            ,,?? ? ????,,
???? ???            ,,?? ???? ????,,
???? ???            ,,?? ?? ??,,
???? ???            ,,????,,
???? ???            ,,???? ?????,,
???? ???            ,,????,,
???? ???            ,,?????? ???,,
???? ???            ,,?????? ????,,
???? ???            ,,???????,,
???? ???            ,,?????? ???,,
???? ???            ,,?????,,
???? ???            ,,??? ???,,
???? ???            ,,???,,
???? ???            ,,?? ??,,
,,,,
???? ??????         ,QIRYAT BIALIK            ,????,,
???? ??????         ,,????,,
???? ??????         ,,???? ??????,,
???? ??????         ,,??? ???,,
???? ??????         ,,?????,,
???? ??????         ,,?????,,
???? ??????         ,,?????,,
???? ??????         ,,???????,,
???? ??????         ,,"??""?",,
???? ??????         ,,????????,,
???? ??????         ,,???,,
???? ??????         ,,???,,
???? ??????         ,,?????,,
???? ??????         ,,??????,,
???? ??????         ,,???? ??????,,
???? ??????         ,,????,,
???? ??????         ,,???? ??????,,
???? ??????         ,,??,,
???? ??????         ,,????,,
???? ??????         ,,??? ???,,
???? ??????         ,,?????,,
???? ??????         ,,?????,,
???? ??????         ,,??????,,
???? ??????         ,,??????,,
???? ??????         ,,??????,,
???? ??????         ,,????,,
???? ??????         ,,??,,
???? ??????         ,,????,,
???? ??????         ,,????,,
???? ??????         ,,??? ????,,
???? ??????         ,,??? ???,,
???? ??????         ,,???????,,
???? ??????         ,,???????,,
???? ??????         ,,??????,,
???? ??????         ,,???????,,
???? ??????         ,,?????,,
???? ??????         ,,?????,,
???? ??????         ,,????,,
???? ??????         ,,??????,,
???? ??????         ,,?????,,
???? ??????         ,,????,,
???? ??????         ,,???????,,
???? ??????         ,,?????,,
???? ??????         ,,?????,,
???? ??????         ,,?????,,
???? ??????         ,,??????,,
???? ??????         ,,????????,,
???? ??????         ,,?????,,
???? ??????         ,,?????,,
???? ??????         ,,??????,,
???? ??????         ,,???????,,
???? ??????         ,,????????,,
???? ??????         ,,"????""?",,
???? ??????         ,,?????,,
???? ??????         ,,?????????,,
???? ??????         ,,??????,,
???? ??????         ,,??? ?????,,
???? ??????         ,,?????,,
???? ??????         ,,??????,,
???? ??????         ,,?????,,
???? ??????         ,,??????,,
???? ??????         ,,???,,
???? ??????         ,,??????,,
???? ??????         ,,???,,
???? ??????         ,,?'????????,,
???? ??????         ,,??????,,
???? ??????         ,,?????,,
???? ??????         ,,?????,,
???? ??????         ,,?????,,
???? ??????         ,,?????,,
???? ??????         ,,????,,
???? ??????         ,,??????,,
???? ??????         ,,???,,
???? ??????         ,,?????,,
???? ??????         ,,???,,
???? ??????         ,,??????,,
???? ??????         ,,?????,,
???? ??????         ,,?????,,
???? ??????         ,,?????,,
???? ??????         ,,????,,
???? ??????         ,,?????,,
???? ??????         ,,??????,,
???? ??????         ,,????,,
???? ??????         ,,?????? ?????,,
???? ??????         ,,?????,,
???? ??????         ,,?????,,
???? ??????         ,,???????,,
???? ??????         ,,??? ????,,
???? ??????         ,,??? ???? ?????,,
???? ??????         ,,??? ??????,,
???? ??????         ,,??? ?? ?????,,
???? ??????         ,,??? ?????,,
???? ??????         ,,??????,,
???? ??????         ,,????,,
???? ??????         ,,????,,
???? ??????         ,,????,,
???? ??????         ,,????? ???????,,
???? ??????         ,,????,,
???? ??????         ,,??? ????,,
???? ??????         ,,"??""?",,
???? ??????         ,,????,,
???? ??????         ,,??????,,
???? ??????         ,,???? ???,,
???? ??????         ,,????,,
???? ??????         ,,????? ????? ?????,,
???? ??????         ,,??????,,
???? ??????         ,,???? ????,,
???? ??????         ,,?????,,
???? ??????         ,,???????,,
???? ??????         ,,"???""?",,
???? ??????         ,,??????,,
???? ??????         ,,??? ??,,
???? ??????         ,,?????,,
???? ??????         ,,????,,
???? ??????         ,,????,,
???? ??????         ,,???????,,
???? ??????         ,,????????,,
???? ??????         ,,?? ??????,,
???? ??????         ,,??????,,
???? ??????         ,,"????? ?""?",,
???? ??????         ,,??????,,
???? ??????         ,,?????,,
???? ??????         ,,???,,
???? ??????         ,,??????,,
???? ??????         ,,???,,
???? ??????         ,,??????,,
???? ??????         ,,?????,,
???? ??????         ,,?????,,
???? ??????         ,,??? ????,,
???? ??????         ,,??????,,
???? ??????         ,,??????,,
???? ??????         ,,?????,,
???? ??????         ,,???? ??????,,
???? ??????         ,,???? ??????,,
???? ??????         ,,???? ?????? ????,,
???? ??????         ,,??? ?????,,
???? ??????         ,,??? ????? ??????,,
???? ??????         ,,?????,,
???? ??????         ,,???,,
???? ??????         ,,?????,,
???? ??????         ,,?????,,
???? ??????         ,,? ?????,,
???? ??????         ,,? ?????,,
???? ??????         ,,???? ?????,,
???? ??????         ,,???? ????????,,
???? ??????         ,,???? ?????,,
???? ??????         ,,?? ?? ??????,,
???? ??????         ,,?? ?????,,
???? ??????         ,,?? ????????,,
???? ??????         ,,?? ????,,
???? ??????         ,,?? ?????,,
???? ??????         ,,"?? ?""?",,
???? ??????         ,,?? ???????,,
???? ??????         ,,?? ????,,
???? ??????         ,,??????,,
???? ??????         ,,????? ????,,
???? ??????         ,,?? ???,,
???? ??????         ,,?? ?????,,
???? ??????         ,,?? ??????,,
???? ??????         ,,???? ?????,,
???? ??????         ,,?????,,
???? ??????         ,,?????,,
???? ??????         ,,????,,
???? ??????         ,,???,,
???? ??????         ,,???,,
,,,,
???? ??             ,QIRYAT GAT               ,?????? ???????,,
???? ??             ,,???,,
???? ??             ,,???????,,
???? ??             ,,???,,
???? ??             ,,???? ?? ???,,
???? ??             ,,????,,
???? ??             ,,?????,,
???? ??             ,,???? ??????,,
???? ??             ,,?????,,
???? ??             ,,???????,,
???? ??             ,,????? ????????,,
???? ??             ,,???? ????,,
???? ??             ,,????,,
???? ??             ,,??? ???,,
???? ??             ,,????? ?????,,
???? ??             ,,?????,,
???? ??             ,,??????????,,
???? ??             ,,?????,,
???? ??             ,,???,,
???? ??             ,,???? ?????,,
???? ??             ,,???,,
???? ??             ,,????,,
???? ??             ,,???????,,
???? ??             ,,????,,
???? ??             ,,?????,,
???? ??             ,,???? ????,,
???? ??             ,,"???""?",,
???? ??             ,,??? ????,,
???? ??             ,,??? ?? ???,,
???? ??             ,,????,,
???? ??             ,,???? ?????,,
???? ??             ,,?????,,
???? ??             ,,"???""?",,
???? ??             ,,????? ?? ????,,
???? ??             ,,????? ????,,
???? ??             ,,?????,,
???? ??             ,,??????,,
???? ??             ,,??? ????,,
???? ??             ,,???,,
???? ??             ,,??,,
???? ??             ,,??? ?????,,
???? ??             ,,??? ??????,,
???? ??             ,,"?????""? ???""?",,
???? ??             ,,?????,,
???? ??             ,,????,,
???? ??             ,,????????,,
???? ??             ,,????,,
???? ??             ,,??????,,
???? ??             ,,?????,,
???? ??             ,,?????,,
???? ??             ,,??????,,
???? ??             ,,????,,
???? ??             ,,????,,
???? ??             ,,????? ??????,,
???? ??             ,,????,,
???? ??             ,,????? ???????,,
???? ??             ,,?????,,
???? ??             ,,?????,,
???? ??             ,,??????,,
???? ??             ,,?????,,
???? ??             ,,????,,
???? ??             ,,?????,,
???? ??             ,,?????,,
???? ??             ,,??????,,
???? ??             ,,???????,,
???? ??             ,,??????,,
???? ??             ,,?????,,
???? ??             ,,??????,,
???? ??             ,,?????? ???????,,
???? ??             ,,???????,,
???? ??             ,,???? ?????,,
???? ??             ,,??????,,
???? ??             ,,??????? ????,,
???? ??             ,,?????,,
???? ??             ,,??????,,
???? ??             ,,???????,,
???? ??             ,,?????,,
???? ??             ,,???????,,
???? ??             ,,?????,,
???? ??             ,,?????? ?????,,
???? ??             ,,?????,,
???? ??             ,,?????????,,
???? ??             ,,???????,,
???? ??             ,,????? ???????,,
???? ??             ,,???????,,
???? ??             ,,???????,,
???? ??             ,,????????,,
???? ??             ,,?? ?????,,
???? ??             ,,?? ?? ????,,
???? ??             ,,?? ????,,
???? ??             ,,?? ?????,,
???? ??             ,,?? ????,,
???? ??             ,,?? ????,,
???? ??             ,,?? ?????,,
???? ??             ,,?? ???,,
???? ??             ,,?? ??????,,
???? ??             ,,??? ?????? ????,,
???? ??             ,,??????,,
???? ??             ,,???????,,
???? ??             ,,?????,,
???? ??             ,,????,,
???? ??             ,,??????,,
???? ??             ,,?????,,
???? ??             ,,????????,,
???? ??             ,,??????,,
???? ??             ,,??????,,
???? ??             ,,???,,
???? ??             ,,???? ?????????,,
???? ??             ,,????,,
???? ??             ,,??????,,
???? ??             ,,?????,,
???? ??             ,,??? ?????,,
???? ??             ,,??? ??????,,
???? ??             ,,??? ???,,
???? ??             ,,????,,
???? ??             ,,????,,
???? ??             ,,????? ??????,,
???? ??             ,,????? ????,,
???? ??             ,,???? ??????,,
???? ??             ,,?????,,
???? ??             ,,????? ??-????,,
???? ??             ,,??????,,
???? ??             ,,?????,,
???? ??             ,,???? ??????,,
???? ??             ,,"????? ??""?",,
???? ??             ,,????,,
???? ??             ,,"?""?",,
???? ??             ,,??? ???,,
???? ??             ,,??? ??????,,
???? ??             ,,??? ?????,,
???? ??             ,,??? ??????,,
???? ??             ,,??? ????,,
???? ??             ,,??? ???? ????,,
???? ??             ,,????,,
???? ??             ,,???,,
???? ??             ,,??? ????,,
???? ??             ,,??? ???????,,
???? ??             ,,???,,
???? ??             ,,???? ?????????,,
???? ??             ,,???? ??????,,
???? ??             ,,???? ?????,,
???? ??             ,,???? ????,,
???? ??             ,,???? ????,,
???? ??             ,,???? ??????,,
???? ??             ,,???? ?????,,
???? ??             ,,???? ?????,,
???? ??             ,,???? ??? ?????,,
???? ??             ,,???? ??,,
???? ??             ,,???? ???,,
???? ??             ,,???? ??????,,
???? ??             ,,???? ????,,
???? ??             ,,???? ???,,
???? ??             ,,???? ????,,
???? ??             ,,"???? ???""?",,
???? ??             ,,???? ????,,
???? ??             ,,???? ???,,
???? ??             ,,???? ????,,
???? ??             ,,???? ???,,
???? ??             ,,???? ????,,
???? ??             ,,???? ????,,
???? ??             ,,???? ????,,
???? ??             ,,???? ????,,
???? ??             ,,???? ???,,
???? ??             ,,???? ????,,
???? ??             ,,???? ????,,
???? ??             ,,"???? ??""?",,
???? ??             ,,???? ????,,
???? ??             ,,???? ????,,
???? ??             ,,???? ????,,
???? ??             ,,???? ?????,,
???? ??             ,,???? ?????,,
???? ??             ,,????? ???????,,
???? ??             ,,???????,,
???? ??             ,,????,,
???? ??             ,,?????,,
???? ??             ,,???? ?? ???,,
???? ??             ,,???? ??????,,
???? ??             ,,???? ?????,,
???? ??             ,,???? ?????,,
???? ??             ,,??? ?????,,
???? ??             ,,???? ?????,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ????,,
???? ??             ,,????? ???,,
???? ??             ,,????? ????,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ????,,
???? ??             ,,????? ???,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ???,,
???? ??             ,,????? ??????,,
???? ??             ,,"????? ???""?",,
???? ??             ,,????? ?????,,
???? ??             ,,????? ????????,,
???? ??             ,,????? ??????,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ????? ?????,,
???? ??             ,,????? ??????,,
???? ??             ,,????? ???????,,
???? ??             ,,????? ??????,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ??????,,
???? ??             ,,????? ????,,
???? ??             ,,????? ??????,,
???? ??             ,,"????? ???""?",,
???? ??             ,,????? ??????,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ??????,,
???? ??             ,,????? ??????,,
???? ??             ,,????? ??????,,
???? ??             ,,????? ?????,,
???? ??             ,,"????? ??""?",,
???? ??             ,,"????? ????""?",,
???? ??             ,,????? ????????,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ??????,,
???? ??             ,,????? ????,,
???? ??             ,,????? ???,,
???? ??             ,,????? ????,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ????,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ????,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ????,,
???? ??             ,,????? ????,,
???? ??             ,,????? ??????,,
???? ??             ,,????? ????,,
???? ??             ,,????? ??????,,
???? ??             ,,????? ????,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ???,,
???? ??             ,,????? ???,,
???? ??             ,,????? ??????,,
???? ??             ,,????? ???,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ???,,
???? ??             ,,????? ???,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ?????,,
???? ??             ,,????? ????,,
???? ??             ,,???? ??????,,
???? ??             ,,????,,
???? ??             ,,"??""?",,
???? ??             ,,??? ??????,,
???? ??             ,,??? ???????,,
???? ??             ,,??? ?????,,
???? ??             ,,??? ?????,,
???? ??             ,,??? ??????,,
???? ??             ,,??? ????,,
???? ??             ,,??? ?????,,
???? ??             ,,??? ?????,,
???? ??             ,,??? ?????,,
???? ??             ,,??? ????,,
???? ??             ,,??? ?????,,
???? ??             ,,??? ?????,,
???? ??             ,,??? ??????,,
???? ??             ,,"???""?",,
???? ??             ,,?????,,
???? ??             ,,???? ???,,
???? ??             ,,?????,,
???? ??             ,,?????? ?????,,
???? ??             ,,??? ????,,
???? ??             ,,????,,
???? ??             ,,??????,,
???? ??             ,,?? ??????,,
???? ??             ,,????,,
???? ??             ,,?????,,
???? ??             ,,??????,,
???? ??             ,,???? ??????,,
???? ??             ,,??? ??????,,
???? ??             ,,????? ???,,
???? ??             ,,?????? ?? ???,,
???? ??             ,,???? ?????? ????,,
???? ??             ,,??????,,
???? ??             ,,??????,,
???? ??             ,,???,,
???? ??             ,,????,,
???? ??             ,,?????,,
???? ??             ,,???? ??,,
???? ??             ,,?????,,
???? ??             ,,???? ????,,
???? ??             ,,???? ???? ?????,,
???? ??             ,,???? ??? ?????,,
???? ??             ,,???? ???????,,
???? ??             ,,???? ?????,,
???? ??             ,,???? ??????,,
???? ??             ,,???? ?????,,
???? ??             ,,???? ???????,,
???? ??             ,,???? ??????,,
???? ??             ,,???? ????????,,
???? ??             ,,???? ???????,,
???? ??             ,,???? ??????,,
???? ??             ,,???? ?????,,
???? ??             ,,???? ???? ?????,,
???? ??             ,,"???? ?""?",,
???? ??             ,,"???? ??""?",,
???? ??             ,,???? ?????,,
???? ??             ,,???? ????,,
???? ??             ,,???? ??? ????,,
???? ??             ,,???? ??,,
???? ??             ,,???? ????,,
???? ??             ,,???? ????????,,
???? ??             ,,???? ????????,,
???? ??             ,,???? ?????????,,
???? ??             ,,???? ????????,,
???? ??             ,,???? ???????,,
???? ??             ,,???? ????????,,
???? ??             ,,???? ??????,,
???? ??             ,,???? ?? ??????,,
???? ??             ,,???? ?? ??????,,
???? ??             ,,???? ?? ????,,
???? ??             ,,???? ????????,,
???? ??             ,,???? ?????,,
???? ??             ,,???? ???,,
???? ??             ,,???? ???,,
???? ??             ,,???? ????,,
???? ??             ,,???? ????,,
???? ??             ,,???? ???,,
???? ??             ,,???? ??????,,
???? ??             ,,???? ?????,,
???? ??             ,,???? ?????,,
???? ??             ,,???? ?????,,
???? ??             ,,???? ?????,,
???? ??             ,,???? ????,,
???? ??             ,,???? ??? ????,,
???? ??             ,,???? ??? ???,,
???? ??             ,,???? ??? ?????,,
???? ??             ,,???? ??? ?????,,
???? ??             ,,???? ??? ?????,,
???? ??             ,,???? ??? ???,,
???? ??             ,,???? ??? ?????,,
???? ??             ,,???? ??? ??????,,
???? ??             ,,???? ??? ?????,,
???? ??             ,,???? ??? ???,,
???? ??             ,,???? ????,,
???? ??             ,,???? ?????,,
???? ??             ,,???? ????,,
???? ??             ,,???? ???? ????,,
???? ??             ,,???? ?????,,
???? ??             ,,???? ???? ????,,
???? ??             ,,???? ????,,
???? ??             ,,???? ????,,
???? ??             ,,??? ????,,
???? ??             ,,???? ???,,
???? ??             ,,? ????,,
???? ??             ,,"? ??""?",,
???? ??             ,,? ????,,
???? ??             ,,???,,
???? ??             ,,???,,
???? ??             ,,????,,
???? ??             ,,???? ?????,,
???? ??             ,,???? ??????,,
???? ??             ,,?? ????,,
???? ??             ,,?? ??,,
???? ??             ,,?? ???????,,
???? ??             ,,?? ???????,,
???? ??             ,,?? ??????,,
???? ??             ,,?? ????,,
???? ??             ,,?? ???? ?????,,
???? ??             ,,?? ???? ?????,,
???? ??             ,,"?? ??""?",,
???? ??             ,,????? ???? ?????,,
???? ??             ,,????? ???? ?????,,
???? ??             ,,???? ?????,,
???? ??             ,,???? ????? ?????,,
???? ??             ,,???? ?????,,
???? ??             ,,???? ????,,
???? ??             ,,???? ?????,,
???? ??             ,,???? ??????,,
???? ??             ,,???? ??????,,
???? ??             ,,???? ???,,
???? ??             ,,???? ???,,
???? ??             ,,"???? ?""?",,
???? ??             ,,????,,
???? ??             ,,?????,,
???? ??             ,,????,,
???? ??             ,,??????,,
???? ??             ,,?? ???? ???,,
???? ??             ,,?? ????,,
???? ??             ,,?? ??? ?????,,
???? ??             ,,???? ???????,,
???? ??             ,,???? ????,,
???? ??             ,,???? ?? ???,,
???? ??             ,,????? ?????,,
???? ??             ,,??? ????????,,
???? ??             ,,??? ????,,
???? ??             ,,????,,
???? ??             ,,?????,,
,,,,
???? ?????          ,QIRYAT TIV'ON            ,??????,,
???? ?????          ,,???? ?????,,
???? ?????          ,,???? ????,,
???? ?????          ,,??????,,
???? ?????          ,,????? ???,,
???? ?????          ,,????? ????,,
???? ?????          ,,????,,
???? ?????          ,,?????????,,
???? ?????          ,,???????,,
???? ?????          ,,?? ???,,
???? ?????          ,,??? ??????,,
???? ?????          ,,???? ????,,
???? ?????          ,,??? ?? ???????,,
???? ?????          ,,??????,,
???? ?????          ,,??? ?????,,
???? ?????          ,,??????,,
???? ?????          ,,?? ????? ??? ?????,,
???? ?????          ,,????? ??????,,
???? ?????          ,,??????,,
???? ?????          ,,??????,,
???? ?????          ,,????,,
???? ?????          ,,???? ???,,
???? ?????          ,,????,,
???? ?????          ,,??? ???? ???,,
???? ?????          ,,??????,,
???? ?????          ,,????,,
???? ?????          ,,??????,,
???? ?????          ,,???????,,
???? ?????          ,,?????,,
???? ?????          ,,????,,
???? ?????          ,,???,,
???? ?????          ,,????,,
???? ?????          ,,??????,,
???? ?????          ,,????,,
???? ?????          ,,?????,,
???? ?????          ,,?????,,
???? ?????          ,,??????,,
???? ?????          ,,?????,,
???? ?????          ,,??????,,
???? ?????          ,,?????,,
???? ?????          ,,?????,,
???? ?????          ,,????????,,
???? ?????          ,,??????,,
???? ?????          ,,????????,,
???? ?????          ,,?????,,
???? ?????          ,,?????,,
???? ?????          ,,????,,
???? ?????          ,,???????,,
???? ?????          ,,?????????,,
???? ?????          ,,?????,,
???? ?????          ,,????????,,
???? ?????          ,,????,,
???? ?????          ,,???????,,
???? ?????          ,,???????,,
???? ?????          ,,??????,,
???? ?????          ,,??????,,
???? ?????          ,,?????,,
???? ?????          ,,?????,,
???? ?????          ,,????? (????),,
???? ?????          ,,??????,,
???? ?????          ,,???? ???????,,
???? ?????          ,,?????,,
???? ?????          ,,?????,,
???? ?????          ,,????? ?????,,
???? ?????          ,,???,,
???? ?????          ,,?????,,
???? ?????          ,,????? ?????,,
???? ?????          ,,??????,,
???? ?????          ,,?????,,
???? ?????          ,,????,,
???? ?????          ,,???? ???,,
???? ?????          ,,??? ?? ??????,,
???? ?????          ,,??? ?????,,
???? ?????          ,,??? ???? ?????,,
???? ?????          ,,??? ????? ??,,
???? ?????          ,,??? ???????,,
???? ?????          ,,??????,,
???? ?????          ,,???????,,
???? ?????          ,,????,,
???? ?????          ,,???? ?????,,
???? ?????          ,,????,,
???? ?????          ,,???? ??????,,
???? ?????          ,,???? ?????,,
???? ?????          ,,????? (???????),,
???? ?????          ,,????,,
???? ?????          ,,???? ?????,,
???? ?????          ,,???? ????? ???,,
???? ?????          ,,????? ?????,,
???? ?????          ,,??????,,
???? ?????          ,,??? ??????,,
???? ?????          ,,???????,,
???? ?????          ,,???????,,
???? ?????          ,,?????,,
???? ?????          ,,???? ???????,,
???? ?????          ,,???????,,
???? ?????          ,,?????,,
???? ?????          ,,????? ?????,,
???? ?????          ,,?? ??????,,
???? ?????          ,,?? ????? ???,,
???? ?????          ,,?? ????,,
???? ?????          ,,?? ??????,,
???? ?????          ,,??????,,
???? ?????          ,,??? ???,,
???? ?????          ,,???????,,
???? ?????          ,,??????,,
???? ?????          ,,?????,,
???? ?????          ,,?????,,
???? ?????          ,,????,,
???? ?????          ,,?????,,
???? ?????          ,,???? ?????,,
???? ?????          ,,???? ?????,,
???? ?????          ,,???? ???,,
???? ?????          ,,??? ?????,,
???? ?????          ,,???,,
???? ?????          ,,???? ????,,
???? ?????          ,,???? ????,,
???? ?????          ,,???,,
???? ?????          ,,??? ????,,
???? ?????          ,,??? ?????,,
???? ?????          ,,?????,,
???? ?????          ,,? ????,,
???? ?????          ,,? ???????,,
???? ?????          ,,? ??????,,
???? ?????          ,,? ?????,,
???? ?????          ,,? ?????,,
???? ?????          ,,? ???? ?????,,
???? ?????          ,,?? ??????,,
???? ?????          ,,?? ???? ?????,,
???? ?????          ,,???? ?????,,
???? ?????          ,,???????,,
???? ?????          ,,????,,
???? ?????          ,,??? ???,,
???? ?????          ,,???,,
???? ?????          ,,?????? ?????,,
,,,,
???? ??             ,QIRYAT YAM               ,???? ????,,
???? ??             ,,??????,,
???? ??             ,,???? ????,,
???? ??             ,,????,,
???? ??             ,,???? ?????,,
???? ??             ,,??? ???,,
???? ??             ,,??????,,
???? ??             ,,????,,
